time,seconds_elapsed,y,z,x
1761504461423791400,3.276791259765625,0.701798677444458,-2.494905948638916,-0.18731689453125
1761504461434223400,3.287223388671875,0.742632269859314,-2.5015435218811035,-0.15697062015533447
1761504461443772400,3.2967724609375,0.7623881101608276,-2.6591639518737793,-0.1985166072845459
1761504461454212400,3.30721240234375,0.7815783023834229,-2.6649060249328613,-0.2467249631881714
1761504461463799800,3.3167998046875,0.8009328842163086,-2.5485191345214844,-0.26677048206329346
1761504461474201300,3.327201416015625,0.7845646142959595,-2.453268527984619,-0.3374842405319214
1761504461483788800,3.336788818359375,0.7738828659057617,-2.464806079864502,-0.3931128978729248
1761504461494220800,3.347220703125,0.7228550910949707,-2.396639823913574,-0.5007681846618652
1761504461503805000,3.356804931640625,0.704846978187561,-2.3361382484436035,-0.5863958597183228
1761504461514209800,3.367209716796875,0.6694546937942505,-2.253127098083496,-0.6946994066238403
1761504461523797500,3.376797607421875,0.6456102132797241,-2.0616722106933594,-0.744996190071106
1761504461534198800,3.38719873046875,0.65593421459198,-1.8988494873046875,-0.7314121127128601
1761504461543786500,3.396786376953125,0.6774837970733643,-1.8214945793151855,-0.7389609217643738
1761504461554218200,3.40721826171875,0.7068706750869751,-1.9019546508789062,-0.7680568099021912
1761504461563806000,3.416805908203125,0.7403873205184937,-2.1478381156921387,-0.8045117259025574
1761504461574207500,3.42720751953125,0.7754315137863159,-2.306734561920166,-0.810630202293396
1761504461583795000,3.436794921875,0.8353574275970459,-2.292964458465576,-0.7668849229812622
1761504461594227000,3.44722705078125,0.9057512283325195,-2.0782876014709473,-0.669495701789856
1761504461603784000,3.456783935546875,0.8936752080917358,-1.8048272132873535,-0.6018853783607483
1761504461614216000,3.4672158203125,0.905864953994751,-1.430551528930664,-0.5156941413879395
1761504461623803400,3.476803466796875,0.9056518077850342,-0.7900409698486328,-0.3774675130844116
1761504461634205000,3.487204833984375,0.8874133825302124,0.10822677612304688,-0.10945332050323486
1761504461643792600,3.496792724609375,0.7971541881561279,0.8494701385498047,0.0442885160446167
1761504461654194000,3.50719384765625,0.6762053966522217,1.0441532135009766,-0.023166656494140625
1761504461663773700,3.516773681640625,0.6386809349060059,1.174605369567871,-0.24022060632705688
1761504461674213400,3.52721337890625,0.65425705909729,1.4845962524414062,-0.5141170024871826
1761504461683801000,3.536801025390625,0.5671000480651855,1.7014074325561523,-0.7657267451286316
1761504461694202400,3.547202392578125,0.3814406394958496,1.9317388534545898,-0.9898977279663086
1761504461703790000,3.5567900390625,0.29401540756225586,2.278885841369629,-1.113283634185791
1761504461714221800,3.567221923828125,0.2812366485595703,2.7903709411621094,-1.0808690786361694
1761504461723771100,3.576771240234375,0.19945788383483887,3.0507240295410156,-0.918936014175415
1761504461734211000,3.587211181640625,0.15999603271484375,3.051669120788574,-0.4814451336860657
1761504461743798500,3.596798583984375,0.11053633689880371,2.981447219848633,-0.014856457710266113
1761504461754200000,3.607199951171875,-0.045795440673828125,3.0380287170410156,0.46767082810401917
1761504461763787500,3.61678759765625,-0.2773420810699463,3.4122314453125,0.65623939037323
1761504461774219500,3.627219482421875,-0.613493800163269,3.768918991088867,0.6537846922874451
1761504461783807200,3.63680712890625,-1.0582318305969238,3.9170331954956055,0.5282288789749146
1761504461794208500,3.64720849609375,-1.458559513092041,3.768648147583008,0.364872008562088
1761504461803796200,3.656796142578125,-1.744683027267456,3.5274581909179688,0.1512090563774109
1761504461814197500,3.667197509765625,-2.0012879371643066,3.262035369873047,0.028890252113342285
