time,seconds_elapsed,y,z,x
1761504444863514000,0.36451416015625,1.6710000038146973,6.329999923706055,-0.9359999895095825
1761504444873524000,0.37452392578125,1.6200000047683716,6.473999977111816,-1.0579999685287476
1761504444883503000,0.384503173828125,1.5770000219345093,6.7179999351501465,-1.0720000267028809
1761504444893513000,0.394512939453125,1.5989999771118164,6.90500020980835,-1.0360000133514404
1761504444903522600,0.4045224609375,1.6130000352859497,7.314000129699707,-0.9139999747276306
1761504444913502000,0.414501953125,1.6059999465942383,7.995999813079834,-0.6769999861717224
1761504444923511600,0.424511474609375,1.534000039100647,8.793999671936035,-0.4620000123977661
1761504444933521400,0.434521484375,1.4910000562667847,9.626999855041504,-0.2750000059604645
1761504444943500800,0.444500732421875,1.4910000562667847,10.208999633789062,-0.1379999965429306
1761504444953510400,0.454510498046875,1.5269999504089355,10.48900032043457,-0.08799999952316284
1761504444963520300,0.464520263671875,1.562999963760376,10.430999755859375,-0.01600000075995922
1761504444973499400,0.47449951171875,1.5410000085830688,10.086999893188477,0.04699999839067459
1761504444983509200,0.48450927734375,1.562999963760376,9.57699966430664,0.032999999821186066
1761504444993519000,0.49451904296875,1.534000039100647,8.937000274658203,-0.0949999988079071
1761504445003498200,0.504498291015625,1.5199999809265137,8.527999877929688,-0.33899998664855957
1761504445013508000,0.514508056640625,1.5199999809265137,8.255000114440918,-0.49000000953674316
1761504445023518000,0.52451806640625,1.562999963760376,8.09000015258789,-0.5189999938011169
1761504445033497000,0.5344970703125,1.6640000343322754,7.974999904632568,-0.4620000123977661
1761504445043507000,0.5445068359375,1.8070000410079956,7.946000099182129,-0.3109999895095825
1761504445053516500,0.5545166015625,1.972000002861023,7.909999847412109,-0.17399999499320984
1761504445063496000,0.564495849609375,2.1589999198913574,7.995999813079834,-0.023000000044703484
1761504445073505800,0.574505859375,2.3389999866485596,8.053999900817871,0.06199999898672104
1761504445083515400,0.584515380859375,2.4749999046325684,7.995999813079834,0.09000000357627869
1761504445093525200,0.594525146484375,2.61899995803833,7.867000102996826,0.03999999910593033
1761504445103504400,0.60450439453125,2.747999906539917,7.809999942779541,-0.0949999988079071
1761504445113514200,0.61451416015625,2.869999885559082,7.788000106811523,-0.23899999260902405
1761504445123523800,0.62452392578125,2.9489998817443848,7.888999938964844,-0.4189999997615814
1761504445133503200,0.634503173828125,3,8.017999649047852,-0.5329999923706055
1761504445143513000,0.64451318359375,3.0209999084472656,8.383999824523926,-0.6050000190734863
1761504445153522700,0.654522705078125,2.9210000038146973,8.937000274658203,-0.7490000128746033
1761504445163501800,0.664501708984375,2.7839999198913574,9.368000030517578,-1.0429999828338623
1761504445173511700,0.67451171875,2.7339999675750732,9.713000297546387,-1.3589999675750732
1761504445183521500,0.684521484375,2.812999963760376,9.842000007629395,-1.6109999418258667
1761504445193500700,0.694500732421875,2.7049999237060547,9.979000091552734,-1.3669999837875366
1761504445203510500,0.704510498046875,2.6040000915527344,10.538999557495117,-1.1150000095367432
1761504445213520100,0.71452001953125,2.763000011444092,11.70300006866455,-1.5390000343322754
1761504445223499500,0.72449951171875,2.569000005722046,12.960000038146973,-2.378999948501587
1761504445233509000,0.734509033203125,1.6990000009536743,13.987000465393066,-2.680999994277954
1761504445243519000,0.74451904296875,0.7940000295639038,14.784000396728516,-2.0199999809265137
1761504445253498400,0.754498291015625,0.3059999942779541,15.194000244140625,-2.2209999561309814
1761504445263508000,0.764508056640625,0.20499999821186066,14.96399974822998,-3.046999931335449
1761504445273517800,0.774517822265625,0.19099999964237213,14.368000030517578,-3.305999994277954
1761504445283497000,0.7844970703125,0.19099999964237213,13.484000205993652,-2.940000057220459
1761504445293506800,0.7945068359375,0.3630000054836273,12.85200023651123,-1.9129999876022339
1761504445303516700,0.8045166015625,0.6359999775886536,12.298999786376953,-0.8059999942779541
1761504445313495800,0.814495849609375,0.8379999995231628,11.717000007629395,-0.052000001072883606
1761504445323505700,0.824505615234375,1.0820000171661377,11.236000061035156,0.2199999988079071
1761504445333515300,0.834515380859375,1.2829999923706055,10.696999549865723,0.1550000011920929
1761504445343525000,0.844525146484375,1.1610000133514404,10.222999572753906,-0.30399999022483826
1761504445353504300,0.854504150390625,1.0169999599456787,10.03600025177002,-0.6840000152587891
1761504445363514000,0.86451416015625,0.8519999980926514,9.878000259399414,-0.3179999887943268
1761504445373524000,0.87452392578125,0.6150000095367432,9.57699966430664,-0.008999999612569809
1761504445383503000,0.884503173828125,0.42100000381469727,9.461999893188477,-0.052000001072883606
1761504445393513000,0.894512939453125,0.2409999966621399,9.461999893188477,-0.43299999833106995
1761504445403522600,0.9045224609375,0.10499999672174454,9.526000022888184,-0.7699999809265137
1761504445413502000,0.914501953125,0.054999999701976776,9.51200008392334,-1.0219999551773071
1761504445423511600,0.924511474609375,0.11900000274181366,9.468999862670898,-1.1579999923706055
1761504445433521400,0.934521484375,0.2409999966621399,9.26099967956543,-1.2089999914169312
1761504445443500800,0.944500732421875,0.39899998903274536,8.909000396728516,-1.187000036239624
1761504445453510400,0.954510498046875,0.4569999873638153,8.642999649047852,-1.215999960899353
1761504445463520300,0.964520263671875,0.6079999804496765,8.442000389099121,-1.1299999952316284
1761504445473499600,0.974499755859375,0.8019999861717224,8.305000305175781,-0.9359999895095825
1761504445483509200,0.98450927734375,1.003000020980835,8.161999702453613,-0.7419999837875366
1761504445493519000,0.99451904296875,1.1610000133514404,8.218999862670898,-0.5550000071525574
1761504445503498200,1.004498291015625,1.2829999923706055,8.383999824523926,-0.2750000059604645
